Notes,ICD-10 130 Cause List (Infants),ICD-10 130 Cause List (Infants) Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,Transport accidents (V01-V99),GR130-140,2020,2020,77,3613647,0.02
,Transport accidents (V01-V99),GR130-140,2021,2021,105,3664292,0.03
,Transport accidents (V01-V99),GR130-140,2022,2022,79,3667758,0.02
,Transport accidents (V01-V99),GR130-140,2023,2023,79,3596017,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2007,2007,121,4316233,0.03
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2008,2008,101,4247726,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2009,2009,93,4130665,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2010,2010,76,3999386,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2011,2011,95,3953590,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2012,2012,69,3952841,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2013,2013,66,3932181,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2014,2014,68,3988076,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2015,2015,68,3978497,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2016,2016,90,3945875,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2017,2017,90,3855500,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2018,2018,81,3791712,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2019,2019,73,3747540,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2020,2020,74,3613647,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2021,2021,104,3664292,0.03
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2022,2022,78,3667758,0.02
,"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)",GR130-141,2023,2023,78,3596017,0.02
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2007,2007,Suppressed,4316233,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2008,2008,Suppressed,4247726,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2009,2009,Suppressed,4130665,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2010,2010,Suppressed,3999386,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2011,2011,Suppressed,3953590,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2012,2012,Suppressed,3952841,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2013,2013,Suppressed,3932181,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2014,2014,Suppressed,3988076,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2015,2015,Suppressed,3978497,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2016,2016,Suppressed,3945875,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2017,2017,0,3855500,0
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2018,2018,Suppressed,3791712,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2019,2019,Suppressed,3747540,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2020,2020,Suppressed,3613647,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2021,2021,Suppressed,3664292,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2022,2022,Suppressed,3667758,Suppressed
,"Other and unspecified transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9,V90-V99)",GR130-142,2023,2023,Suppressed,3596017,Suppressed
,Falls (W00-W19),GR130-143,2007,2007,24,4316233,0.01
,Falls (W00-W19),GR130-143,2008,2008,13,4247726,0.00 (Unreliable)
,Falls (W00-W19),GR130-143,2009,2009,19,4130665,0.00 (Unreliable)
,Falls (W00-W19),GR130-143,2010,2010,10,3999386,0.00 (Unreliable)
,Falls (W00-W19),GR130-143,2011,2011,11,3953590,0.00 (Unreliable)
,Falls (W00-W19),GR130-143,2012,2012,Suppressed,3952841,Suppressed
,Falls (W00-W19),GR130-143,2013,2013,15,3932181,0.00 (Unreliable)
,Falls (W00-W19),GR130-143,2014,2014,Suppressed,3988076,Suppressed
,Falls (W00-W19),GR130-143,2015,2015,Suppressed,3978497,Suppressed
,Falls (W00-W19),GR130-143,2016,2016,Suppressed,3945875,Suppressed
,Falls (W00-W19),GR130-143,2017,2017,13,3855500,0.00 (Unreliable)
,Falls (W00-W19),GR130-143,2018,2018,Suppressed,3791712,Suppressed
,Falls (W00-W19),GR130-143,2019,2019,Suppressed,3747540,Suppressed
,Falls (W00-W19),GR130-143,2020,2020,Suppressed,3613647,Suppressed
,Falls (W00-W19),GR130-143,2021,2021,Suppressed,3664292,Suppressed
,Falls (W00-W19),GR130-143,2022,2022,Suppressed,3667758,Suppressed
,Falls (W00-W19),GR130-143,2023,2023,Suppressed,3596017,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2007,2007,Suppressed,4316233,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2008,2008,0,4247726,0
,Accidental discharge of firearms (W32-W34),GR130-144,2009,2009,Suppressed,4130665,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2010,2010,0,3999386,0
,Accidental discharge of firearms (W32-W34),GR130-144,2011,2011,Suppressed,3953590,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2012,2012,Suppressed,3952841,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2013,2013,Suppressed,3932181,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2014,2014,Suppressed,3988076,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2015,2015,Suppressed,3978497,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2016,2016,Suppressed,3945875,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2017,2017,Suppressed,3855500,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2018,2018,0,3791712,0
,Accidental discharge of firearms (W32-W34),GR130-144,2019,2019,Suppressed,3747540,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2020,2020,Suppressed,3613647,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2021,2021,Suppressed,3664292,Suppressed
,Accidental discharge of firearms (W32-W34),GR130-144,2022,2022,0,3667758,0
,Accidental discharge of firearms (W32-W34),GR130-144,2023,2023,0,3596017,0
,Accidental drowning and submersion (W65-W74),GR130-145,2007,2007,59,4316233,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2008,2008,40,4247726,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2009,2009,44,4130665,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2010,2010,36,3999386,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2011,2011,52,3953590,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2012,2012,41,3952841,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2013,2013,23,3932181,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2014,2014,29,3988076,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2015,2015,29,3978497,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2016,2016,37,3945875,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2017,2017,41,3855500,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2018,2018,38,3791712,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2019,2019,34,3747540,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2020,2020,33,3613647,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2021,2021,38,3664292,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2022,2022,39,3667758,0.01
,Accidental drowning and submersion (W65-W74),GR130-145,2023,2023,47,3596017,0.01
,Accidental suffocation and strangulation in bed (W75),GR130-146,2007,2007,673,4316233,0.16
,Accidental suffocation and strangulation in bed (W75),GR130-146,2008,2008,737,4247726,0.17
,Accidental suffocation and strangulation in bed (W75),GR130-146,2009,2009,660,4130665,0.16
,Accidental suffocation and strangulation in bed (W75),GR130-146,2010,2010,630,3999386,0.16
,Accidental suffocation and strangulation in bed (W75),GR130-146,2011,2011,630,3953590,0.16
,Accidental suffocation and strangulation in bed (W75),GR130-146,2012,2012,724,3952841,0.18
,Accidental suffocation and strangulation in bed (W75),GR130-146,2013,2013,818,3932181,0.21
,Accidental suffocation and strangulation in bed (W75),GR130-146,2014,2014,857,3988076,0.21
,Accidental suffocation and strangulation in bed (W75),GR130-146,2015,2015,920,3978497,0.23
,Accidental suffocation and strangulation in bed (W75),GR130-146,2016,2016,857,3945875,0.22
,Accidental suffocation and strangulation in bed (W75),GR130-146,2017,2017,946,3855500,0.25
,Accidental suffocation and strangulation in bed (W75),GR130-146,2018,2018,837,3791712,0.22
,Accidental suffocation and strangulation in bed (W75),GR130-146,2019,2019,954,3747540,0.25
,Accidental suffocation and strangulation in bed (W75),GR130-146,2020,2020,905,3613647,0.25
,Accidental suffocation and strangulation in bed (W75),GR130-146,2021,2021,972,3664292,0.27
,Accidental suffocation and strangulation in bed (W75),GR130-146,2022,2022,1040,3667758,0.28
,Accidental suffocation and strangulation in bed (W75),GR130-146,2023,2023,992,3596017,0.28
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2007,2007,219,4316233,0.05
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2008,2008,262,4247726,0.06
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2009,2009,189,4130665,0.05
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2010,2010,220,3999386,0.06
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2011,2011,198,3953590,0.05
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2012,2012,197,3952841,0.05
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2013,2013,114,3932181,0.03
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2014,2014,96,3988076,0.02
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2015,2015,165,3978497,0.04
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2016,2016,130,3945875,0.03
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2017,2017,115,3855500,0.03
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2018,2018,113,3791712,0.03
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2019,2019,104,3747540,0.03
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2020,2020,74,3613647,0.02
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2021,2021,66,3664292,0.02
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2022,2022,68,3667758,0.02
,"Other accidental suffocation and strangulation (W76-W77,W81-W84)",GR130-147,2023,2023,64,3596017,0.02
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2007,2007,69,4316233,0.02
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2008,2008,61,4247726,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2009,2009,54,4130665,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2010,2010,58,3999386,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2011,2011,72,3953590,0.02
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2012,2012,45,3952841,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2013,2013,43,3932181,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2014,2014,40,3988076,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2015,2015,40,3978497,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2016,2016,33,3945875,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2017,2017,42,3855500,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2018,2018,27,3791712,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2019,2019,36,3747540,0.01
,Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),GR130-148,2020,2020,44,3613647,0.01
